4.55,0.13816581666469574,MP5-SD | Kitbash (Minimal Wear)
6.35,0.08202948421239853,MP5-SD | Kitbash (Minimal Wear)
6.36,0.09675420820713043,MP5-SD | Kitbash (Minimal Wear)
6.36,0.09996592253446579,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0992172583937645,MP5-SD | Kitbash (Minimal Wear)
6.36,0.09769751876592636,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08527686446905136,MP5-SD | Kitbash (Minimal Wear)
6.36,0.086369588971138,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0891617089509964,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08865708112716675,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0893063098192215,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08674634248018265,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0846802219748497,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08773541450500488,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0887419804930687,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08109452575445175,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08005475997924805,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08155013620853424,MP5-SD | Kitbash (Minimal Wear)
6.36,0.0872114822268486,MP5-SD | Kitbash (Minimal Wear)
6.36,0.08857231587171555,MP5-SD | Kitbash (Minimal Wear)
6.38,0.11372958868741989,MP5-SD | Kitbash (Minimal Wear)
6.38,0.09839975833892822,MP5-SD | Kitbash (Minimal Wear)
6.38,0.09855671972036362,MP5-SD | Kitbash (Minimal Wear)
6.38,0.08941420912742615,MP5-SD | Kitbash (Minimal Wear)
6.38,0.08047912269830704,MP5-SD | Kitbash (Minimal Wear)
6.4,0.14141829311847687,MP5-SD | Kitbash (Minimal Wear)
6.44,0.08837413042783737,MP5-SD | Kitbash (Minimal Wear)
6.44,0.0893401950597763,MP5-SD | Kitbash (Minimal Wear)
6.45,0.11948573589324951,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11885018646717072,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11894845962524414,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11810709536075592,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11244852840900421,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11820533126592636,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11545693874359131,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11431363970041275,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11915024369955063,MP5-SD | Kitbash (Minimal Wear)
6.49,0.11126881837844849,MP5-SD | Kitbash (Minimal Wear)
6.49,0.09957350045442581,MP5-SD | Kitbash (Minimal Wear)
6.49,0.08500423282384872,MP5-SD | Kitbash (Minimal Wear)
6.5,0.11768224090337753,MP5-SD | Kitbash (Minimal Wear)
6.5,0.14911000430583954,MP5-SD | Kitbash (Minimal Wear)
6.5,0.12190782278776169,MP5-SD | Kitbash (Minimal Wear)
6.5,0.1470276564359665,MP5-SD | Kitbash (Minimal Wear)
6.5,0.1371256709098816,MP5-SD | Kitbash (Minimal Wear)
6.5,0.1284230798482895,MP5-SD | Kitbash (Minimal Wear)
6.5,0.09801780432462692,MP5-SD | Kitbash (Minimal Wear)
6.5,0.11037224531173706,MP5-SD | Kitbash (Minimal Wear)
6.5,0.1336391121149063,MP5-SD | Kitbash (Minimal Wear)
6.51,0.11596739292144775,MP5-SD | Kitbash (Minimal Wear)
6.51,0.11662115901708603,MP5-SD | Kitbash (Minimal Wear)
6.51,0.11723899841308594,MP5-SD | Kitbash (Minimal Wear)
6.53,0.10024837404489517,MP5-SD | Kitbash (Minimal Wear)
6.54,0.08978189527988434,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08624809235334396,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08580964058637619,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08533739298582077,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08368001878261566,MP5-SD | Kitbash (Minimal Wear)
6.56,0.0830279067158699,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08283159136772156,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08133035898208618,MP5-SD | Kitbash (Minimal Wear)
6.56,0.08064526319503784,MP5-SD | Kitbash (Minimal Wear)
6.57,0.09987198561429977,MP5-SD | Kitbash (Minimal Wear)
6.57,0.09744825214147568,MP5-SD | Kitbash (Minimal Wear)
6.6,0.1347241997718811,MP5-SD | Kitbash (Minimal Wear)
6.61,0.08990281075239182,MP5-SD | Kitbash (Minimal Wear)
6.61,0.08454930037260056,MP5-SD | Kitbash (Minimal Wear)
6.66,0.11668743938207626,MP5-SD | Kitbash (Minimal Wear)
6.66,0.14707347750663757,MP5-SD | Kitbash (Minimal Wear)
6.66,0.11641838401556015,MP5-SD | Kitbash (Minimal Wear)
6.68,0.11965811252593994,MP5-SD | Kitbash (Minimal Wear)
6.69,0.0868820771574974,MP5-SD | Kitbash (Minimal Wear)
6.69,0.08952551335096359,MP5-SD | Kitbash (Minimal Wear)
6.69,0.08948741108179092,MP5-SD | Kitbash (Minimal Wear)
6.69,0.0812402218580246,MP5-SD | Kitbash (Minimal Wear)
6.69,0.0873730406165123,MP5-SD | Kitbash (Minimal Wear)
6.7,0.1314154416322708,MP5-SD | Kitbash (Minimal Wear)
6.7,0.11483094841241837,MP5-SD | Kitbash (Minimal Wear)
6.7,0.08420294523239136,MP5-SD | Kitbash (Minimal Wear)
6.7,0.0874197781085968,MP5-SD | Kitbash (Minimal Wear)
6.7,0.08239012956619263,MP5-SD | Kitbash (Minimal Wear)
6.7,0.08846262097358704,MP5-SD | Kitbash (Minimal Wear)
6.7,0.1142951250076294,MP5-SD | Kitbash (Minimal Wear)
6.7,0.07627598196268082,MP5-SD | Kitbash (Minimal Wear)
6.75,0.07987171411514282,MP5-SD | Kitbash (Minimal Wear)
6.76,0.07734248787164688,MP5-SD | Kitbash (Minimal Wear)
6.76,0.07694961875677109,MP5-SD | Kitbash (Minimal Wear)
6.76,0.07613737881183624,MP5-SD | Kitbash (Minimal Wear)
6.77,0.09002859145402908,MP5-SD | Kitbash (Minimal Wear)
6.79,0.11991395801305771,MP5-SD | Kitbash (Minimal Wear)
6.8,0.13181886076927185,MP5-SD | Kitbash (Minimal Wear)
6.8,0.1370183527469635,MP5-SD | Kitbash (Minimal Wear)
6.8,0.08026247471570969,MP5-SD | Kitbash (Minimal Wear)
6.8,0.08090587705373764,MP5-SD | Kitbash (Minimal Wear)
6.88,0.14006482064723969,MP5-SD | Kitbash (Minimal Wear)
6.88,0.11582262814044952,MP5-SD | Kitbash (Minimal Wear)
6.88,0.13525907695293427,MP5-SD | Kitbash (Minimal Wear)
6.88,0.14440497756004333,MP5-SD | Kitbash (Minimal Wear)
8.69,0.06662789732217789,MP5-SD | Kitbash (Factory New)
8.75,0.06818833202123642,MP5-SD | Kitbash (Factory New)
8.77,0.06907445192337036,MP5-SD | Kitbash (Factory New)
8.77,0.06653282791376114,MP5-SD | Kitbash (Factory New)
8.77,0.06593424081802368,MP5-SD | Kitbash (Factory New)
8.77,0.0669594556093216,MP5-SD | Kitbash (Factory New)
8.79,0.06806501001119614,MP5-SD | Kitbash (Factory New)
8.8,0.06969321519136429,MP5-SD | Kitbash (Factory New)
8.8,0.06763239949941635,MP5-SD | Kitbash (Factory New)
8.8,0.06839483231306076,MP5-SD | Kitbash (Factory New)
8.8,0.06720619648694992,MP5-SD | Kitbash (Factory New)
8.8,0.06612908840179443,MP5-SD | Kitbash (Factory New)
8.8,0.06600167602300644,MP5-SD | Kitbash (Factory New)
8.8,0.068698450922966,MP5-SD | Kitbash (Factory New)
8.8,0.06747245043516159,MP5-SD | Kitbash (Factory New)
8.8,0.06641785055398941,MP5-SD | Kitbash (Factory New)
8.8,0.06955688446760178,MP5-SD | Kitbash (Factory New)
8.8,0.06823110580444336,MP5-SD | Kitbash (Factory New)
8.85,0.06761222332715988,MP5-SD | Kitbash (Factory New)
8.85,0.06750008463859558,MP5-SD | Kitbash (Factory New)
8.85,0.06689511984586716,MP5-SD | Kitbash (Factory New)
8.87,0.06724535673856735,MP5-SD | Kitbash (Factory New)
8.88,0.0669240802526474,MP5-SD | Kitbash (Factory New)
8.9,0.06524912267923355,MP5-SD | Kitbash (Factory New)
8.92,0.06961683183908463,MP5-SD | Kitbash (Factory New)
8.92,0.06935029476881027,MP5-SD | Kitbash (Factory New)
8.93,0.0696304440498352,MP5-SD | Kitbash (Factory New)
9,0.06562382727861404,MP5-SD | Kitbash (Factory New)
9,0.06598075479269028,MP5-SD | Kitbash (Factory New)
9,0.06757312268018723,MP5-SD | Kitbash (Factory New)
9,0.0667949840426445,MP5-SD | Kitbash (Factory New)
9.2,0.06642448902130127,MP5-SD | Kitbash (Factory New)
9.2,0.0677134320139885,MP5-SD | Kitbash (Factory New)
9.2,0.06829803436994553,MP5-SD | Kitbash (Factory New)
9.26,0.05446506291627884,MP5-SD | Kitbash (Factory New)
9.26,0.0551283173263073,MP5-SD | Kitbash (Factory New)
9.28,0.06802451610565186,MP5-SD | Kitbash (Factory New)
9.28,0.06963107734918594,MP5-SD | Kitbash (Factory New)
9.28,0.06915318220853806,MP5-SD | Kitbash (Factory New)
9.28,0.06734415143728256,MP5-SD | Kitbash (Factory New)
9.28,0.06912494450807571,MP5-SD | Kitbash (Factory New)
9.28,0.05554714798927307,MP5-SD | Kitbash (Factory New)
9.29,0.06719646602869034,MP5-SD | Kitbash (Factory New)
9.29,0.06535591185092926,MP5-SD | Kitbash (Factory New)
9.29,0.06416049599647522,MP5-SD | Kitbash (Factory New)
9.45,0.06479259580373764,MP5-SD | Kitbash (Factory New)
9.45,0.06578794121742249,MP5-SD | Kitbash (Factory New)
9.45,0.06631260365247726,MP5-SD | Kitbash (Factory New)
9.45,0.06744551658630371,MP5-SD | Kitbash (Factory New)
9.45,0.06535329669713974,MP5-SD | Kitbash (Factory New)
9.45,0.06630292534828186,MP5-SD | Kitbash (Factory New)
9.45,0.06927481293678284,MP5-SD | Kitbash (Factory New)
9.45,0.06498687714338303,MP5-SD | Kitbash (Factory New)
9.45,0.06755220890045166,MP5-SD | Kitbash (Factory New)
9.48,0.06594602018594742,MP5-SD | Kitbash (Factory New)
9.48,0.06706719845533371,MP5-SD | Kitbash (Factory New)
9.49,0.06608683615922928,MP5-SD | Kitbash (Factory New)
9.5,0.06996097415685654,MP5-SD | Kitbash (Factory New)
9.5,0.06903588026762009,MP5-SD | Kitbash (Factory New)
9.5,0.06623581796884537,MP5-SD | Kitbash (Factory New)
9.5,0.06756583601236343,MP5-SD | Kitbash (Factory New)
9.63,0.06817790120840073,MP5-SD | Kitbash (Factory New)
9.65,0.06527011841535568,MP5-SD | Kitbash (Factory New)
9.69,0.06730365008115768,MP5-SD | Kitbash (Factory New)
9.69,0.06759446114301682,MP5-SD | Kitbash (Factory New)
9.8,0.06979589909315109,MP5-SD | Kitbash (Factory New)
9.81,0.06953121721744537,MP5-SD | Kitbash (Factory New)
9.9,0.06941263377666473,MP5-SD | Kitbash (Factory New)
9.9,0.06415005028247833,MP5-SD | Kitbash (Factory New)
9.9,0.06830455362796783,MP5-SD | Kitbash (Factory New)
9.96,0.05426204949617386,MP5-SD | Kitbash (Factory New)
9.97,0.04893925040960312,MP5-SD | Kitbash (Factory New)
9.98,0.048777367919683456,MP5-SD | Kitbash (Factory New)
10,0.0680919662117958,MP5-SD | Kitbash (Factory New)
10,0.0646398514509201,MP5-SD | Kitbash (Factory New)
10,0.06492284685373306,MP5-SD | Kitbash (Factory New)
10,0.06519702821969986,MP5-SD | Kitbash (Factory New)
10,0.06654306501150131,MP5-SD | Kitbash (Factory New)
10.1,0.056525249034166336,MP5-SD | Kitbash (Factory New)
10.1,0.053257789462804794,MP5-SD | Kitbash (Factory New)
10.12,0.06972598284482956,MP5-SD | Kitbash (Factory New)
10.3,0.06878822296857834,MP5-SD | Kitbash (Factory New)
10.32,0.06904840469360352,MP5-SD | Kitbash (Factory New)
10.32,0.06515427678823471,MP5-SD | Kitbash (Factory New)
10.37,0.0695449560880661,MP5-SD | Kitbash (Factory New)
10.38,0.04809115082025528,MP5-SD | Kitbash (Factory New)
10.39,0.0480114184319973,MP5-SD | Kitbash (Factory New)
10.44,0.04681352153420448,MP5-SD | Kitbash (Factory New)
10.45,0.046102333813905716,MP5-SD | Kitbash (Factory New)
10.6,0.0658571720123291,MP5-SD | Kitbash (Factory New)
10.66,0.06763164699077606,MP5-SD | Kitbash (Factory New)
10.66,0.0654209777712822,MP5-SD | Kitbash (Factory New)
10.67,0.06749487668275833,MP5-SD | Kitbash (Factory New)
10.7,0.06601090729236603,MP5-SD | Kitbash (Factory New)
10.7,0.0697198435664177,MP5-SD | Kitbash (Factory New)
10.73,0.04561924189329147,MP5-SD | Kitbash (Factory New)
10.78,0.06591252982616425,MP5-SD | Kitbash (Factory New)
10.78,0.035196881741285324,MP5-SD | Kitbash (Factory New)
10.78,0.04226221144199371,MP5-SD | Kitbash (Factory New)
10.8,0.037934862077236176,MP5-SD | Kitbash (Factory New)
10.86,0.03956548497080803,MP5-SD | Kitbash (Factory New)
10.87,0.03991994261741638,MP5-SD | Kitbash (Factory New)
10.87,0.03982214257121086,MP5-SD | Kitbash (Factory New)
10.87,0.03826364129781723,MP5-SD | Kitbash (Factory New)
10.87,0.0321868360042572,MP5-SD | Kitbash (Factory New)
10.88,0.039536044001579285,MP5-SD | Kitbash (Factory New)
10.88,0.035760972648859024,MP5-SD | Kitbash (Factory New)
10.88,0.03856328874826431,MP5-SD | Kitbash (Factory New)
10.9,0.03464581072330475,MP5-SD | Kitbash (Factory New)
10.91,0.03705976903438568,MP5-SD | Kitbash (Factory New)
10.93,0.03495631366968155,MP5-SD | Kitbash (Factory New)
10.93,0.038368988782167435,MP5-SD | Kitbash (Factory New)
10.94,0.03767697140574455,MP5-SD | Kitbash (Factory New)
10.95,0.0364287905395031,MP5-SD | Kitbash (Factory New)
10.95,0.03594736382365227,MP5-SD | Kitbash (Factory New)
10.98,0.03668643534183502,MP5-SD | Kitbash (Factory New)
10.99,0.03939105570316315,MP5-SD | Kitbash (Factory New)
11,0.06098897010087967,MP5-SD | Kitbash (Factory New)
11,0.05436179041862488,MP5-SD | Kitbash (Factory New)
11,0.06607531756162643,MP5-SD | Kitbash (Factory New)
11,0.06921536475419998,MP5-SD | Kitbash (Factory New)
11,0.06454169750213623,MP5-SD | Kitbash (Factory New)
11,0.06665953248739243,MP5-SD | Kitbash (Factory New)
11,0.0685446485877037,MP5-SD | Kitbash (Factory New)
11,0.06976287811994553,MP5-SD | Kitbash (Factory New)
11,0.06770508736371994,MP5-SD | Kitbash (Factory New)
11,0.04056617245078087,MP5-SD | Kitbash (Factory New)
11,0.05360705405473709,MP5-SD | Kitbash (Factory New)
11,0.06286817789077759,MP5-SD | Kitbash (Factory New)
11,0.06806764006614685,MP5-SD | Kitbash (Factory New)
11,0.06778376549482346,MP5-SD | Kitbash (Factory New)
11,0.054046422243118286,MP5-SD | Kitbash (Factory New)
11,0.06679105013608932,MP5-SD | Kitbash (Factory New)
11,0.054456841200590134,MP5-SD | Kitbash (Factory New)
11,0.05445508286356926,MP5-SD | Kitbash (Factory New)
11.16,0.03863542899489403,MP5-SD | Kitbash (Factory New)
11.18,0.03813827037811279,MP5-SD | Kitbash (Factory New)
11.29,0.06901316344738007,MP5-SD | Kitbash (Factory New)
11.3,0.05594589188694954,MP5-SD | Kitbash (Factory New)
11.3,0.05599020794034004,MP5-SD | Kitbash (Factory New)
11.3,0.055280204862356186,MP5-SD | Kitbash (Factory New)
11.5,0.065123550593853,MP5-SD | Kitbash (Factory New)
11.5,0.06588077545166016,MP5-SD | Kitbash (Factory New)
11.5,0.05415378883481026,MP5-SD | Kitbash (Factory New)
11.5,0.05520526319742203,MP5-SD | Kitbash (Factory New)
11.5,0.044995661824941635,MP5-SD | Kitbash (Factory New)
11.5,0.051295340061187744,MP5-SD | Kitbash (Factory New)
11.5,0.04980018362402916,MP5-SD | Kitbash (Factory New)
11.62,0.0331333689391613,MP5-SD | Kitbash (Factory New)
11.62,0.03227374702692032,MP5-SD | Kitbash (Factory New)
11.62,0.036821797490119934,MP5-SD | Kitbash (Factory New)
11.63,0.03622743859887123,MP5-SD | Kitbash (Factory New)
11.67,0.03171803802251816,MP5-SD | Kitbash (Factory New)
11.81,0.05836139991879463,MP5-SD | Kitbash (Factory New)
11.88,0.0674193874001503,MP5-SD | Kitbash (Factory New)
12,0.06996338814496994,MP5-SD | Kitbash (Factory New)
12,0.04323442652821541,MP5-SD | Kitbash (Factory New)
12,0.05329359322786331,MP5-SD | Kitbash (Factory New)
12,0.023709973320364952,MP5-SD | Kitbash (Factory New)
12.01,0.029887918382883072,MP5-SD | Kitbash (Factory New)
12.04,0.06508474797010422,MP5-SD | Kitbash (Factory New)
12.09,0.04955526813864708,MP5-SD | Kitbash (Factory New)
12.2,0.057207297533750534,MP5-SD | Kitbash (Factory New)
12.31,0.06683716922998428,MP5-SD | Kitbash (Factory New)
12.44,0.02849617414176464,MP5-SD | Kitbash (Factory New)
12.65,0.03502125293016434,MP5-SD | Kitbash (Factory New)
12.75,0.06568318605422974,MP5-SD | Kitbash (Factory New)
12.8,0.033254049718379974,MP5-SD | Kitbash (Factory New)
12.9,0.06978748738765717,MP5-SD | Kitbash (Factory New)
12.97,0.01619184948503971,MP5-SD | Kitbash (Factory New)
12.98,0.019984394311904907,MP5-SD | Kitbash (Factory New)
12.99,0.06823056191205978,MP5-SD | Kitbash (Factory New)
12.99,0.017912300303578377,MP5-SD | Kitbash (Factory New)
12.99,0.01692907139658928,MP5-SD | Kitbash (Factory New)
13,0.06876541674137115,MP5-SD | Kitbash (Factory New)
13,0.06453634798526764,MP5-SD | Kitbash (Factory New)
13,0.06879780441522598,MP5-SD | Kitbash (Factory New)
13,0.06984935700893402,MP5-SD | Kitbash (Factory New)
13,0.0685453861951828,MP5-SD | Kitbash (Factory New)
13,0.06552060693502426,MP5-SD | Kitbash (Factory New)
13,0.054494887590408325,MP5-SD | Kitbash (Factory New)
13,0.05337708815932274,MP5-SD | Kitbash (Factory New)
13,0.05150868371129036,MP5-SD | Kitbash (Factory New)
13,0.05330408737063408,MP5-SD | Kitbash (Factory New)
13,0.053744714707136154,MP5-SD | Kitbash (Factory New)
13,0.05555585026741028,MP5-SD | Kitbash (Factory New)
13,0.01966802589595318,MP5-SD | Kitbash (Factory New)
13.25,0.012351795099675655,MP5-SD | Kitbash (Factory New)
13.25,0.012169798836112022,MP5-SD | Kitbash (Factory New)
13.26,0.015833986923098564,MP5-SD | Kitbash (Factory New)
13.26,0.010017111897468567,MP5-SD | Kitbash (Factory New)
13.28,0.0180706437677145,MP5-SD | Kitbash (Factory New)
13.29,0.016255909577012062,MP5-SD | Kitbash (Factory New)
13.3,0.06513763219118118,MP5-SD | Kitbash (Factory New)
13.3,0.015790069475769997,MP5-SD | Kitbash (Factory New)
13.38,0.031270720064640045,MP5-SD | Kitbash (Factory New)
13.4,0.019229045137763023,MP5-SD | Kitbash (Factory New)
13.4,0.01196346152573824,MP5-SD | Kitbash (Factory New)
13.45,0.012886235490441322,MP5-SD | Kitbash (Factory New)
13.48,0.017162702977657318,MP5-SD | Kitbash (Factory New)
13.49,0.018027449026703835,MP5-SD | Kitbash (Factory New)
13.5,0.016667712479829788,MP5-SD | Kitbash (Factory New)
13.75,0.01322214212268591,MP5-SD | Kitbash (Factory New)
13.8,0.04777075722813606,MP5-SD | Kitbash (Factory New)
13.8,0.048493366688489914,MP5-SD | Kitbash (Factory New)
13.8,0.016579894348978996,MP5-SD | Kitbash (Factory New)
14,0.06807773560285568,MP5-SD | Kitbash (Factory New)
14,0.047757260501384735,MP5-SD | Kitbash (Factory New)
14,0.013726027682423592,MP5-SD | Kitbash (Factory New)
14.6,0.052034180611371994,MP5-SD | Kitbash (Factory New)
14.66,0.014208848588168621,MP5-SD | Kitbash (Factory New)
14.8,0.06441359966993332,MP5-SD | Kitbash (Factory New)
14.8,0.009609674103558064,MP5-SD | Kitbash (Factory New)
14.88,0.05371260270476341,MP5-SD | Kitbash (Factory New)
14.89,0.00787416286766529,MP5-SD | Kitbash (Factory New)
14.89,0.002959407167509198,MP5-SD | Kitbash (Factory New)
14.9,0.009272865019738674,MP5-SD | Kitbash (Factory New)
14.98,0.006068081595003605,MP5-SD | Kitbash (Factory New)
15,0.0656779333949089,MP5-SD | Kitbash (Factory New)
15,0.06981431692838669,MP5-SD | Kitbash (Factory New)
15,0.06816279143095016,MP5-SD | Kitbash (Factory New)
15,0.06700770556926727,MP5-SD | Kitbash (Factory New)
15,0.06890816986560822,MP5-SD | Kitbash (Factory New)
15,0.05313757807016373,MP5-SD | Kitbash (Factory New)
15,0.0648733526468277,MP5-SD | Kitbash (Factory New)
15,0.06923830509185791,MP5-SD | Kitbash (Factory New)
15,0.008428107015788555,MP5-SD | Kitbash (Factory New)
15.3,0.05487622693181038,MP5-SD | Kitbash (Factory New)
15.33,0.005921915639191866,MP5-SD | Kitbash (Factory New)
15.49,0.006423010956496,MP5-SD | Kitbash (Factory New)
15.55,0.05201375484466553,MP5-SD | Kitbash (Factory New)
15.57,0.06981674581766129,MP5-SD | Kitbash (Factory New)
15.59,0.007523377891629934,MP5-SD | Kitbash (Factory New)
15.6,0.016864845529198647,MP5-SD | Kitbash (Factory New)
15.87,0.008119365200400352,MP5-SD | Kitbash (Factory New)
15.99,0.055926013737916946,MP5-SD | Kitbash (Factory New)
15.99,0.008459856733679771,MP5-SD | Kitbash (Factory New)
16,0.06682976335287094,MP5-SD | Kitbash (Factory New)
16,0.06657589226961136,MP5-SD | Kitbash (Factory New)
16.6,0.06973186880350113,MP5-SD | Kitbash (Factory New)
16.66,0.06555630266666412,MP5-SD | Kitbash (Factory New)
16.66,0.06666567921638489,MP5-SD | Kitbash (Factory New)
16.66,0.06666160374879837,MP5-SD | Kitbash (Factory New)
17,0.064459890127182,MP5-SD | Kitbash (Factory New)
17,0.06711887568235397,MP5-SD | Kitbash (Factory New)
17.09,0.008971607312560081,MP5-SD | Kitbash (Factory New)
17.24,0.007767823524773121,MP5-SD | Kitbash (Factory New)
17.99,0.004393269773572683,MP5-SD | Kitbash (Factory New)
18,0.06894432008266449,MP5-SD | Kitbash (Factory New)
18,0.004863533191382885,MP5-SD | Kitbash (Factory New)
18,0.011112727224826813,MP5-SD | Kitbash (Factory New)
19,0.0036167718935757875,MP5-SD | Kitbash (Factory New)
20,0.06543661653995514,MP5-SD | Kitbash (Factory New)
20,0.06424295157194138,MP5-SD | Kitbash (Factory New)
20,0.06717795133590698,MP5-SD | Kitbash (Factory New)
20,0.027623919770121574,MP5-SD | Kitbash (Factory New)
20,0.03993714228272438,MP5-SD | Kitbash (Factory New)
20,0.027282370254397392,MP5-SD | Kitbash (Factory New)
20,0.044317614287137985,MP5-SD | Kitbash (Factory New)
20,0.004869402386248112,MP5-SD | Kitbash (Factory New)
20,0.06574457138776779,MP5-SD | Kitbash (Factory New)
20,0.06649064272642136,MP5-SD | Kitbash (Factory New)
20,0.06661432236433029,MP5-SD | Kitbash (Factory New)
20.84,0.001326007186435163,MP5-SD | Kitbash (Factory New)
20.99,0.0010309881763532758,MP5-SD | Kitbash (Factory New)
21,0.01878494769334793,MP5-SD | Kitbash (Factory New)
22,0.05205344781279564,MP5-SD | Kitbash (Factory New)
22,0.03517754375934601,MP5-SD | Kitbash (Factory New)
22.22,0.025543302297592163,MP5-SD | Kitbash (Factory New)
22.87,0.0007197317318059504,MP5-SD | Kitbash (Factory New)
23.5,0.0010520125506445765,MP5-SD | Kitbash (Factory New)
24,0.009840595535933971,MP5-SD | Kitbash (Factory New)
25,0.009035720489919186,MP5-SD | Kitbash (Factory New)
25,0.0014598481357097626,MP5-SD | Kitbash (Factory New)
25,0.0696672722697258,MP5-SD | Kitbash (Factory New)
25,0.06621884554624557,MP5-SD | Kitbash (Factory New)
25,0.0009864417370408773,MP5-SD | Kitbash (Factory New)
26,0.0009905745973810554,MP5-SD | Kitbash (Factory New)
26,0.06666706502437592,MP5-SD | Kitbash (Factory New)
26.66,0.06666666269302368,MP5-SD | Kitbash (Factory New)
27.61,0.012047036550939083,MP5-SD | Kitbash (Factory New)
27.71,0.0003754317294806242,MP5-SD | Kitbash (Factory New)
27.99,0.00036301877116784453,MP5-SD | Kitbash (Factory New)
28.9,0.0008605457842350006,MP5-SD | Kitbash (Factory New)
29,0.005873782094568014,MP5-SD | Kitbash (Factory New)
29,0.0004299974243622273,MP5-SD | Kitbash (Factory New)
29.7,0.0003141779452562332,MP5-SD | Kitbash (Factory New)
30,0.05603289231657982,MP5-SD | Kitbash (Factory New)
30,0.019261440262198448,MP5-SD | Kitbash (Factory New)
30,0.0007631707703694701,MP5-SD | Kitbash (Factory New)
